PERIOD:       0.6015 | LENGTH:      52.1500 | SIMULATED TIME:       0.9144 | NPS:      459
      TIME         U            AOAWBTOT     AOAWB        AOAWB_G      AOAHT        AOAHT_G      U            W            Q            UP           WP           FX           FZ           MY           NX           NZ           
     0.71200       5.9890       6.0557       5.3763       0.6795       6.2255       3.7375      84.9728       8.1593      -0.1924      -4.0316      24.4033     -28215.9     151495.1     -80134.8      -0.3338       1.7896
     0.71400       6.1820       6.0782       5.3923       0.6859       6.1794       3.6857      84.9688       8.1838      -0.1933      -4.0257      24.5067     -28265.9     151774.3     -79067.3      -0.3343       1.7926
     0.71600       6.3767       6.1021       5.4084       0.6937       6.1332       3.6336      84.9647       8.2084      -0.1941      -4.0200      24.6118     -28316.9     152077.6     -78000.0      -0.3349       1.7959
     0.71800       6.5731       6.1274       5.4246       0.7028       6.0867       3.5812      84.9607       8.2332      -0.1949      -4.0145      24.7188     -28369.1     152404.9     -76933.4      -0.3355       1.7995
     0.72000       6.7709       6.1541       5.4409       0.7132       6.0401       3.5286      84.9567       8.2580      -0.1957      -4.0091      24.8276     -28422.4     152756.2     -75868.0      -0.3362       1.8034
     0.72200       6.9702       6.1821       5.4572       0.7249       5.9933       3.4756      84.9527       8.2829      -0.1965      -4.0039      24.9382     -28476.8     153131.5     -74804.4      -0.3368       1.8075
     0.72400       7.1709       6.2116       5.4736       0.7379       5.9464       3.4225      84.9487       8.3080      -0.1973      -3.9988      25.0507     -28532.3     153530.8     -73743.0      -0.3374       1.8120
     0.72600       7.3728       6.2424       5.4901       0.7523       5.8994       3.3691      84.9447       8.3331      -0.1981      -3.9939      25.1650     -28589.0     153954.1     -72684.5      -0.3381       1.8167
     0.72800       7.5759       6.2745       5.5066       0.7679       5.8523       3.3156      84.9407       8.3584      -0.1989      -3.9892      25.2811     -28646.8     154401.3     -71629.3      -0.3388       1.8217
     0.73000       7.7800       6.3080       5.5233       0.7848       5.8052       3.2619      84.9368       8.3838      -0.1996      -3.9846      25.3991     -28705.7     154872.4     -70578.1      -0.3395       1.8270
     0.73200       7.9852       6.3429       5.5400       0.8030       5.7580       3.2081      84.9328       8.4093      -0.2004      -3.9802      25.5189     -28765.8     155367.4     -69531.2      -0.3402       1.8326
     0.73400       8.1913       6.3791       5.5567       0.8224       5.7108       3.1542      84.9288       8.4349      -0.2011      -3.9760      25.6405     -28827.1     155886.2     -68489.3      -0.3409       1.8384
     0.73600       8.3981       6.4167       5.5736       0.8431       5.6637       3.1002      84.9248       8.4607      -0.2018      -3.9719      25.7639     -28889.4     156428.7     -67452.8      -0.3416       1.8446
     0.73800       8.6057       6.4556       5.5905       0.8651       5.6166       3.0462      84.9209       8.4865      -0.2025      -3.9680      25.8891     -28953.0     156994.8     -66422.3      -0.3424       1.8510
     0.74000       8.8140       6.4958       5.6075       0.8883       5.5695       2.9921      84.9169       8.5125      -0.2032      -3.9642      26.0162     -29017.6     157584.5     -65398.3      -0.3431       1.8577
     0.74200       9.0228       6.5374       5.6246       0.9127       5.5226       2.9380      84.9129       8.5387      -0.2039      -3.9607      26.1450     -29083.4     158197.6     -64381.4      -0.3439       1.8646
     0.74400       9.2320       6.5802       5.6418       0.9384       5.4758       2.8840      84.9090       8.5649      -0.2046      -3.9572      26.2757     -29150.4     158834.0     -63372.0      -0.3447       1.8719
     0.74600       9.4416       6.6244       5.6591       0.9653       5.4291       2.8300      84.9050       8.5913      -0.2053      -3.9540      26.4081     -29218.4     159493.6     -62370.7      -0.3455       1.8794
     0.74800       9.6514       6.6698       5.6764       0.9934       5.3826       2.7760      84.9011       8.6178      -0.2059      -3.9508      26.5423     -29287.6     160176.3     -61377.9      -0.3463       1.8872
     0.75000       9.8615       6.7165       5.6939       1.0226       5.3363       2.7221      84.8971       8.6444      -0.2066      -3.9479      26.6783     -29357.9     160881.8     -60394.3      -0.3471       1.8953
     0.75200      10.0716       6.7645       5.7114       1.0531       5.2902       2.6684      84.8932       8.6712      -0.2072      -3.9451      26.8161     -29429.4     161610.2     -59420.2      -0.3479       1.9037
     0.75400      10.2817       6.8137       5.7290       1.0847       5.2443       2.6148      84.8892       8.6982      -0.2078      -3.9424      26.9556     -29501.9     162361.1     -58456.2      -0.3488       1.9123
     0.75600      10.4918       6.8641       5.7467       1.1174       5.1988       2.5613      84.8853       8.7252      -0.2084      -3.9399      27.0968     -29575.5     163134.5     -57502.7      -0.3496       1.9212
     0.75800      10.7016       6.9158       5.7645       1.1513       5.1535       2.5081      84.8814       8.7524      -0.2091      -3.9376      27.2398     -29650.3     163930.1     -56560.4      -0.3505       1.9303
     0.76000      10.9111       6.9687       5.7824       1.1863       5.1085       2.4550      84.8774       8.7798      -0.2097      -3.9354      27.3845     -29726.1     164747.8     -55629.6      -0.3514       1.9397
     0.76200      11.1203       7.0227       5.8004       1.2224       5.0638       2.4022      84.8735       8.8072      -0.2102      -3.9334      27.5308     -29802.9     165587.4     -54710.8      -0.3523       1.9494
     0.76400      11.3290       7.0780       5.8185       1.2595       5.0196       2.3497      84.8696       8.8349      -0.2108      -3.9315      27.6789     -29880.9     166448.6     -53804.6      -0.3532       1.9593
     0.76600      11.5372       7.1344       5.8366       1.2978       4.9757       2.2974      84.8656       8.8627      -0.2114      -3.9297      27.8287     -29959.9     167331.2     -52911.3      -0.3542       1.9695
     0.76800      11.7447       7.1920       5.8549       1.3371       4.9322       2.2454      84.8617       8.8906      -0.2119      -3.9281      27.9801     -30039.9     168235.0     -52031.5      -0.3551       1.9800
     0.77000      11.9515       7.2507       5.8733       1.3774       4.8892       2.1938      84.8578       8.9187      -0.2125      -3.9266      28.1332     -30121.0     169159.7     -51165.7      -0.3560       1.9907
     0.77200      12.1574       7.3105       5.8917       1.4188       4.8466       2.1425      84.8539       8.9469      -0.2130      -3.9253      28.2879     -30203.0     170105.2     -50314.2      -0.3570       2.0016
     0.77400      12.3625       7.3714       5.9103       1.4611       4.8045       2.0916      84.8499       8.9753      -0.2136      -3.9240      28.4442     -30286.1     171071.1     -49477.5      -0.3580       2.0128
     0.77600      12.5665       7.4334       5.9289       1.5044       4.7629       2.0411      84.8460       9.0038      -0.2141      -3.9230      28.6021     -30370.2     172057.3     -48656.1      -0.3590       2.0242
     0.77800      12.7694       7.4964       5.9477       1.5487       4.7218       1.9911      84.8421       9.0325      -0.2146      -3.9220      28.7616     -30455.2     173063.3     -47850.3      -0.3600       2.0359
     0.78000      12.9712       7.5605       5.9666       1.5939       4.6813       1.9414      84.8382       9.0614      -0.2151      -3.9212      28.9226     -30541.2     174089.0     -47060.8      -0.3610       2.0478
     0.78200      13.1717       7.6256       5.9856       1.6401       4.6414       1.8923      84.8343       9.0904      -0.2156      -3.9205      29.0852     -30628.1     175134.0     -46287.7      -0.3620       2.0599
     0.78400      13.3708       7.6917       6.0046       1.6871       4.6020       1.8436      84.8303       9.1196      -0.2161      -3.9199      29.2493     -30716.0     176198.0     -45531.7      -0.3630       2.0723
     0.78600      13.5685       7.7588       6.0238       1.7350       4.5633       1.7955      84.8264       9.1490      -0.2166      -3.9194      29.4149     -30804.8     177280.8     -44793.0      -0.3641       2.0849
     0.78800      13.7646       7.8269       6.0431       1.7838       4.5252       1.7479      84.8225       9.1785      -0.2170      -3.9190      29.5820     -30894.6     178382.0     -44072.1      -0.3651       2.0977
     0.79000      13.9592       7.8959       6.0625       1.8334       4.4878       1.7008      84.8186       9.2082      -0.2175      -3.9188      29.7505     -30985.2     179501.3     -43369.4      -0.3662       2.1107
     0.79200      14.1520       7.9658       6.0820       1.8838       4.4510       1.6543      84.8147       9.2380      -0.2180      -3.9186      29.9205     -31076.7     180638.4     -42685.3      -0.3673       2.1240
     0.79400      14.3430       8.0366       6.1016       1.9350       4.4149       1.6085      84.8108       9.2680      -0.2184      -3.9186      30.0919     -31169.0     181792.9     -42020.1      -0.3684       2.1374
     0.79600      14.5322       8.1083       6.1214       1.9869       4.3796       1.5632      84.8068       9.2982      -0.2189      -3.9186      30.2646     -31262.3     182964.4     -41374.2      -0.3695       2.1511
     0.79800      14.7194       8.1808       6.1412       2.0396       4.3450       1.5186      84.8029       9.3286      -0.2193      -3.9188      30.4388     -31356.3     184152.7     -40748.0      -0.3706       2.1650
     0.80000      14.9046       8.2542       6.1611       2.0930       4.3112       1.4746      84.7990       9.3591      -0.2197      -3.9190      30.6143     -31451.2     185357.4     -40141.9      -0.3717       2.1790
     0.80200      15.0877       8.3283       6.1812       2.1471       4.2781       1.4313      84.7951       9.3899      -0.2202      -3.9194      30.7911     -31547.0     186578.0     -39556.1      -0.3728       2.1933
     0.80400      15.2685       8.4033       6.2014       2.2019       4.2459       1.3888      84.7912       9.4208      -0.2206      -3.9198      30.9692     -31643.5     187814.3     -38991.1      -0.3740       2.2077
     0.80600      15.4471       8.4790       6.2217       2.2573       4.2145       1.3469      84.7872       9.4518      -0.2210      -3.9203      31.1485     -31740.8     189065.9     -38447.1      -0.3751       2.2223
     0.80800      15.6234       8.5555       6.2421       2.3134       4.1839       1.3058      84.7833       9.4831      -0.2214      -3.9209      31.3291     -31838.9     190332.2     -37924.5      -0.3763       2.2371
     0.81000      15.7972       8.6326       6.2626       2.3700       4.1541       1.2654      84.7794       9.5145      -0.2218      -3.9215      31.5109     -31937.8     191613.1     -37423.6      -0.3774       2.2521
     0.81200      15.9685       8.7105       6.2833       2.4272       4.1253       1.2259      84.7755       9.5461      -0.2222      -3.9222      31.6939     -32037.4     192908.0     -36944.7      -0.3786       2.2673
     0.81400      16.1373       8.7890       6.3040       2.4849       4.0973       1.1871      84.7716       9.5779      -0.2226      -3.9230      31.8781     -32137.8     194216.6     -36488.1      -0.3798       2.2826
     0.81600      16.3033       8.8681       6.3249       2.5432       4.0702       1.1491      84.7676       9.6099      -0.2230      -3.9239      32.0634     -32238.9     195538.5     -36054.1      -0.3810       2.2981
     0.81800      16.4667       8.9478       6.3459       2.6019       4.0441       1.1119      84.7637       9.6421      -0.2234      -3.9248      32.2498     -32340.7     196873.1     -35643.0      -0.3822       2.3137
     0.82000      16.6272       9.0282       6.3670       2.6612       4.0189       1.0756      84.7598       9.6744      -0.2237      -3.9258      32.4373     -32443.3     198220.2     -35254.9      -0.3834       2.3295
     0.82200      16.7849       9.1090       6.3882       2.7208       3.9946       1.0402      84.7559       9.7070      -0.2241      -3.9268      32.6258     -32546.6     199579.3     -34890.3      -0.3846       2.3455
     0.82400      16.9397       9.1905       6.4096       2.7809       3.9713       1.0056      84.7520       9.7397      -0.2245      -3.9279      32.8153     -32650.6     200950.0     -34549.3      -0.3858       2.3615
     0.82600      17.0914       9.2724       6.4311       2.8413       3.9490       0.9719      84.7480       9.7726      -0.2248      -3.9290      33.0059     -32755.3     202331.8     -34232.2      -0.3871       2.3778
     0.82800      17.2401       9.3548       6.4527       2.9021       3.9277       0.9392      84.7441       9.8057      -0.2252      -3.9302      33.1974     -32860.7     203724.3     -33939.2      -0.3883       2.3941
     0.83000      17.3857       9.4376       6.4744       2.9632       3.9075       0.9073      84.7402       9.8390      -0.2256      -3.9315      33.3898     -32966.8     205127.0     -33670.6      -0.3896       2.4106
     0.83200      17.5280       9.5209       6.4963       3.0246       3.8882       0.8764      84.7362       9.8725      -0.2259      -3.9327      33.5831     -33073.6     206539.5     -33426.5      -0.3908       2.4272
     0.83400      17.6671       9.6046       6.5183       3.0863       3.8700       0.8464      84.7323       9.9062      -0.2263      -3.9340      33.7773     -33181.0     207961.5     -33207.1      -0.3921       2.4439
     0.83600      17.8029       9.6886       6.5404       3.1483       3.8528       0.8174      84.7284       9.9401      -0.2266      -3.9354      33.9724     -33289.2     209392.3     -33012.7      -0.3934       2.4607
     0.83800      17.9353       9.7730       6.5626       3.2104       3.8367       0.7894      84.7244       9.9742      -0.2270      -3.9367      34.1682     -33398.0     210831.5     -32843.5      -0.3947       2.4777
     0.84000      18.0642       9.8577       6.5849       3.2728       3.8217       0.7624      84.7205      10.0084      -0.2273      -3.9381      34.3648     -33507.5     212278.8     -32699.5      -0.3960       2.4947
     0.84200      18.1897       9.9427       6.6074       3.3353       3.8077       0.7363      84.7166      10.0429      -0.2277      -3.9395      34.5622     -33617.6     213733.6     -32581.0      -0.3973       2.5118
     0.84400      18.3116      10.0279       6.6300       3.3979       3.7949       0.7113      84.7126      10.0776      -0.2280      -3.9410      34.7603     -33728.5     215195.5     -32488.1      -0.3986       2.5290
     0.84600      18.4299      10.1134       6.6528       3.4607       3.7832       0.6873      84.7087      10.1124      -0.2284      -3.9424      34.9591     -33840.0     216664.0     -32421.0      -0.3999       2.5463
     0.84800      18.5446      10.1991       6.6756       3.5235       3.7725       0.6643      84.7047      10.1475      -0.2287      -3.9439      35.1585     -33952.2     218138.7     -32379.9      -0.4012       2.5637
     0.85000      18.6555      10.2850       6.6986       3.5864       3.7630       0.6424      84.7008      10.1828      -0.2291      -3.9454      35.3586     -34065.1     219619.0     -32364.7      -0.4026       2.5811
     0.85200      18.7627      10.3710       6.7217       3.6493       3.7547       0.6216      84.6968      10.2182      -0.2294      -3.9469      35.5593     -34178.6     221104.6     -32375.7      -0.4039       2.5987
     0.85400      18.8661      10.4571       6.7450       3.7121       3.7475       0.6018      84.6929      10.2539      -0.2298      -3.9484      35.7605     -34292.9     222594.9     -32412.9      -0.4052       2.6162
     0.85600      18.9656      10.5434       6.7683       3.7750       3.7414       0.5830      84.6890      10.2898      -0.2301      -3.9499      35.9623     -34407.8     224089.4     -32476.4      -0.4066       2.6339
     0.85800      19.0613      10.6297       6.7918       3.8378       3.7365       0.5654      84.6850      10.3258      -0.2305      -3.9514      36.1645     -34523.5     225587.8     -32566.4      -0.4080       2.6516
     0.86000      19.1531      10.7160       6.8155       3.9005       3.7328       0.5488      84.6811      10.3621      -0.2308      -3.9529      36.3672     -34639.8     227089.6     -32682.9      -0.4093       2.6693
     0.86200      19.2408      10.8024       6.8392       3.9631       3.7302       0.5334      84.6771      10.3986      -0.2311      -3.9544      36.5704     -34756.9     228594.2     -32825.9      -0.4107       2.6871
     0.86400      19.3246      10.8887       6.8631       4.0256       3.7288       0.5190      84.6731      10.4353      -0.2315      -3.9559      36.7740     -34874.7     230101.2     -32995.6      -0.4121       2.7049
     0.86600      19.4043      10.9750       6.8872       4.0879       3.7286       0.5058      84.6692      10.4722      -0.2318      -3.9574      36.9779     -34993.2     231610.1     -33191.9      -0.4135       2.7227
     0.86800      19.4799      11.0613       6.9113       4.1500       3.7296       0.4936      84.6652      10.5092      -0.2322      -3.9588      37.1822     -35112.4     233120.5     -33414.8      -0.4149       2.7405
     0.87000      19.5515      11.1474       6.9356       4.2118       3.7318       0.4826      84.6613      10.5465      -0.2326      -3.9603      37.3868     -35232.4     234631.9     -33664.5      -0.4163       2.7584
     0.87200      19.6188      11.2335       6.9600       4.2734       3.7351       0.4728      84.6573      10.5840      -0.2329      -3.9618      37.5918     -35353.2     236143.8     -33941.0      -0.4178       2.7763
     0.87400      19.6820      11.3193       6.9846       4.3348       3.7397       0.4640      84.6534      10.6217      -0.2333      -3.9632      37.7969     -35474.7     237655.7     -34244.1      -0.4192       2.7942
     0.87600      19.7411      11.4051       7.0093       4.3958       3.7455       0.4564      84.6494      10.6597      -0.2336      -3.9646      38.0023     -35597.0     239167.3     -34574.0      -0.4206       2.8121
     0.87800      19.7958      11.4906       7.0341       4.4565       3.7525       0.4499      84.6454      10.6978      -0.2340      -3.9660      38.2079     -35720.1     240678.0     -34930.5      -0.4221       2.8300
     0.88000      19.8464      11.5759       7.0590       4.5168       3.7606       0.4446      84.6415      10.7361      -0.2344      -3.9674      38.4136     -35844.0     242187.4     -35313.7      -0.4236       2.8478
     0.88200      19.8926      11.6609       7.0841       4.5768       3.7700       0.4404      84.6375      10.7746      -0.2348      -3.9687      38.6195     -35968.7     243695.0     -35723.6      -0.4250       2.8657
     0.88400      19.9346      11.7457       7.1093       4.6364       3.7806       0.4373      84.6335      10.8134      -0.2351      -3.9700      38.8255     -36094.3     245200.4     -36160.0      -0.4265       2.8835
     0.88600      19.9723      11.8301       7.1346       4.6955       3.7924       0.4354      84.6296      10.8523      -0.2355      -3.9713      39.0316     -36220.7     246703.1     -36622.9      -0.4280       2.9013
     0.88800      20.0056      11.9143       7.1601       4.7541       3.8054       0.4347      84.6256      10.8914      -0.2359      -3.9726      39.2377     -36347.9     248202.6     -37112.3      -0.4295       2.9191
     0.89000      20.0346      11.9980       7.1857       4.8123       3.8197       0.4351      84.6216      10.9308      -0.2363      -3.9738      39.4438     -36476.1     249698.5     -37628.0      -0.4310       2.9369
     0.89200      20.0592      12.0814       7.2115       4.8700       3.8351       0.4366      84.6176      10.9704      -0.2367      -3.9750      39.6500     -36605.1     251190.5     -38170.0      -0.4325       2.9546
     0.89400      20.0795      12.1644       7.2373       4.9271       3.8517       0.4393      84.6137      11.0101      -0.2371      -3.9761      39.8561     -36735.1     252677.9     -38738.1      -0.4341       2.9722
     0.89600      20.0954      12.2470       7.2633       4.9837       3.8695       0.4432      84.6097      11.0501      -0.2375      -3.9772      40.0621     -36866.0     254160.4     -39332.3      -0.4356       2.9898
     0.89800      20.1069      12.3291       7.2894       5.0397       3.8886       0.4482      84.6057      11.0903      -0.2380      -3.9783      40.2681     -36997.8     255637.6     -39952.4      -0.4372       3.0074
     0.90000      20.1140      12.4108       7.3157       5.0951       3.9088       0.4543      84.6017      11.1307      -0.2384      -3.9793      40.4739     -37130.6     257109.1     -40598.3      -0.4387       3.0248
     0.90200      20.1168      12.4920       7.3421       5.1499       3.9302       0.4616      84.5977      11.1713      -0.2388      -3.9802      40.6796     -37264.3     258574.3     -41269.9      -0.4403       3.0423
     0.90400      20.1151      12.5726       7.3686       5.2040       3.9528       0.4700      84.5938      11.2121      -0.2393      -3.9812      40.8851     -37399.1     260032.9     -41966.9      -0.4419       3.0596
     0.90600      20.1091      12.6527       7.3953       5.2574       3.9766       0.4795      84.5898      11.2531      -0.2397      -3.9820      41.0904     -37534.9     261484.4     -42689.2      -0.4435       3.0769
     0.90800      20.0987      12.7322       7.4221       5.3102       4.0015       0.4902      84.5858      11.2943      -0.2402      -3.9828      41.2956     -37671.7     262928.5     -43436.7      -0.4451       3.0940
     0.91000      20.0839      12.8112       7.4490       5.3622       4.0276       0.5020      84.5818      11.3357      -0.2406      -3.9836      41.5004     -37809.5     264364.7     -44209.1      -0.4468       3.1111
     0.91200      20.0647      12.8895       7.4760       5.4135       4.0549       0.5149      84.5778      11.3774      -0.2411      -3.9843      41.7050     -37948.4     265792.7     -45006.3      -0.4484       3.1281
     0.91400      20.0411      12.9673       7.5032       5.4641       4.0834       0.5289      84.5739      11.4192      -0.2416      -3.9849      41.9093     -38088.4     267212.0     -45828.1      -0.4500       3.1450
